drug_name,target_name,drug_id,target_id,rf_score,rank,ntype,entity_name,importance
Buprenorphine,Mu-type opioid receptor,DB00921,CHEMBL233,0.9526545801442754,11,Compound,Compound::DB00898,0.402138888835907
Buprenorphine,Mu-type opioid receptor,DB00921,CHEMBL233,0.9526545801442754,12,Gene,Gene::9737,0.3938854932785034
Buprenorphine,Mu-type opioid receptor,DB00921,CHEMBL233,0.9526545801442754,13,Disease,Disease::MESH:D009765,0.3881840407848358
Buprenorphine,Mu-type opioid receptor,DB00921,CHEMBL233,0.9526545801442754,14,Compound,Compound::MESH:D000432,0.3789830803871155
Buprenorphine,Mu-type opioid receptor,DB00921,CHEMBL233,0.9526545801442754,15,Compound,Compound::DB01234,0.3407857120037079
Aclidinium,Muscarinic acetylcholine receptor M3,DB08897,CHEMBL245,0.9518240730324734,1,Disease,Disease::MESH:D029424,1.2316410541534424
Aclidinium,Muscarinic acetylcholine receptor M3,DB08897,CHEMBL245,0.9518240730324734,2,Gene,Gene::4586,1.1956112384796143
Aclidinium,Muscarinic acetylcholine receptor M3,DB08897,CHEMBL245,0.9518240730324734,3,Gene,Gene::590,0.9393345713615417
Aclidinium,Muscarinic acetylcholine receptor M3,DB08897,CHEMBL245,0.9518240730324734,4,Compound,Compound::DB01409,0.8400087952613831
Aclidinium,Muscarinic acetylcholine receptor M3,DB08897,CHEMBL245,0.9518240730324734,5,Gene,Gene::1452,0.5016013383865356
Aclidinium,Muscarinic acetylcholine receptor M3,DB08897,CHEMBL245,0.9518240730324734,6,Gene,Gene::1133,0.49800655245780945
Aclidinium,Muscarinic acetylcholine receptor M3,DB08897,CHEMBL245,0.9518240730324734,7,Gene,Gene::1128,0.4580223858356476
Aclidinium,Muscarinic acetylcholine receptor M3,DB08897,CHEMBL245,0.9518240730324734,8,Gene,Gene::1129,0.4579070210456848
Aclidinium,Muscarinic acetylcholine receptor M3,DB08897,CHEMBL245,0.9518240730324734,9,Compound,Compound::MESH:C042375,0.42906200885772705
Aclidinium,Muscarinic acetylcholine receptor M3,DB08897,CHEMBL245,0.9518240730324734,10,Gene,Gene::259232,0.3744659125804901
Aclidinium,Muscarinic acetylcholine receptor M3,DB08897,CHEMBL245,0.9518240730324734,11,Compound,Compound::DB03128,0.363532155752182
Aclidinium,Muscarinic acetylcholine receptor M3,DB08897,CHEMBL245,0.9518240730324734,12,Disease,Disease::MESH:D054990,0.36052650213241577
Aclidinium,Muscarinic acetylcholine receptor M3,DB08897,CHEMBL245,0.9518240730324734,13,Disease,Disease::MESH:D009369,0.33472561836242676
Aclidinium,Muscarinic acetylcholine receptor M3,DB08897,CHEMBL245,0.9518240730324734,14,Gene,Gene::1132,0.33302003145217896
Aclidinium,Muscarinic acetylcholine receptor M3,DB08897,CHEMBL245,0.9518240730324734,15,Compound,Compound::DB04843,0.2683813273906708
Buspirone,5-hydroxytryptamine receptor 1A,DB00490,CHEMBL214,0.9491367874661234,1,Gene,Gene::3758,0.9392527937889099
Buspirone,5-hydroxytryptamine receptor 1A,DB00490,CHEMBL214,0.9491367874661234,2,Disease,Disease::DOID:594,0.8455348014831543
Buspirone,5-hydroxytryptamine receptor 1A,DB00490,CHEMBL214,0.9491367874661234,3,Gene,Gene::2863,0.6371344923973083
Buspirone,5-hydroxytryptamine receptor 1A,DB00490,CHEMBL214,0.9491367874661234,4,Gene,Gene::6532,0.585464596748352
Buspirone,5-hydroxytryptamine receptor 1A,DB00490,CHEMBL214,0.9491367874661234,5,Compound,Compound::MESH:C030265,0.4855203330516815
Buspirone,5-hydroxytryptamine receptor 1A,DB00490,CHEMBL214,0.9491367874661234,6,Gene,Gene::2587,0.4829184412956238
Buspirone,5-hydroxytryptamine receptor 1A,DB00490,CHEMBL214,0.9491367874661234,7,Disease,Disease::MESH:D001008,0.45640385150909424
Buspirone,5-hydroxytryptamine receptor 1A,DB00490,CHEMBL214,0.9491367874661234,8,Gene,Gene::213,0.44323357939720154
Buspirone,5-hydroxytryptamine receptor 1A,DB00490,CHEMBL214,0.9491367874661234,9,Gene,Gene::5004,0.44323357939720154
Buspirone,5-hydroxytryptamine receptor 1A,DB00490,CHEMBL214,0.9491367874661234,10,Disease,Disease::MESH:D000341,0.43792468309402466
Buspirone,5-hydroxytryptamine receptor 1A,DB00490,CHEMBL214,0.9491367874661234,11,Gene,Gene::8520,0.42987060546875
Buspirone,5-hydroxytryptamine receptor 1A,DB00490,CHEMBL214,0.9491367874661234,12,Gene,Gene::4931,0.42987060546875
Buspirone,5-hydroxytryptamine receptor 1A,DB00490,CHEMBL214,0.9491367874661234,13,Gene,Gene::7099,0.4283880889415741
Buspirone,5-hydroxytryptamine receptor 1A,DB00490,CHEMBL214,0.9491367874661234,14,Gene,Gene::10668,0.4283880889415741
Buspirone,5-hydroxytryptamine receptor 1A,DB00490,CHEMBL214,0.9491367874661234,15,Gene,Gene::24473,0.42334771156311035
Quizartinib,Mitogen-activated protein kinase kinase kinase 12,DB12874,CHEMBL1908389,0.9488479941464316,1,Gene,Gene::2322,1.0266203880310059
Quizartinib,Mitogen-activated protein kinase kinase kinase 12,DB12874,CHEMBL1908389,0.9488479941464316,2,Gene,Gene::5609,0.6208333373069763
Quizartinib,Mitogen-activated protein kinase kinase kinase 12,DB12874,CHEMBL1908389,0.9488479941464316,3,Gene,Gene::9429,0.5404329299926758
Quizartinib,Mitogen-activated protein kinase kinase kinase 12,DB12874,CHEMBL1908389,0.9488479941464316,4,Compound,Compound::CHEMBL290352,0.48613202571868896
Quizartinib,Mitogen-activated protein kinase kinase kinase 12,DB12874,CHEMBL1908389,0.9488479941464316,5,Disease,Disease::MESH:D015470,0.48232346773147583
Quizartinib,Mitogen-activated protein kinase kinase kinase 12,DB12874,CHEMBL1908389,0.9488479941464316,6,Disease,Disease::MESH:D009369,0.48232346773147583
Quizartinib,Mitogen-activated protein kinase kinase kinase 12,DB12874,CHEMBL1908389,0.9488479941464316,7,Gene,Gene::1956,0.4459010362625122
Quizartinib,Mitogen-activated protein kinase kinase kinase 12,DB12874,CHEMBL1908389,0.9488479941464316,8,Gene,Gene::26357,0.44575777649879456
Quizartinib,Mitogen-activated protein kinase kinase kinase 12,DB12874,CHEMBL1908389,0.9488479941464316,9,Compound,Compound::DB12010,0.440129816532135
Quizartinib,Mitogen-activated protein kinase kinase kinase 12,DB12874,CHEMBL1908389,0.9488479941464316,10,Disease,Disease::MESH:D003920,0.43629738688468933
Quizartinib,Mitogen-activated protein kinase kinase kinase 12,DB12874,CHEMBL1908389,0.9488479941464316,11,Disease,Disease::MESH:D015535,0.43598389625549316
Quizartinib,Mitogen-activated protein kinase kinase kinase 12,DB12874,CHEMBL1908389,0.9488479941464316,12,Disease,Disease::MESH:C563663,0.4197997748851776
Quizartinib,Mitogen-activated protein kinase kinase kinase 12,DB12874,CHEMBL1908389,0.9488479941464316,13,Disease,Disease::MESH:D013274,0.39841651916503906
Quizartinib,Mitogen-activated protein kinase kinase kinase 12,DB12874,CHEMBL1908389,0.9488479941464316,14,Disease,Disease::MESH:D009410,0.39323967695236206
Quizartinib,Mitogen-activated protein kinase kinase kinase 12,DB12874,CHEMBL1908389,0.9488479941464316,15,Gene,Gene::14255,0.310090571641922
Mangafodipir,Carbonic anhydrase 2,DB06796,CHEMBL205,0.9479656354853254,1,Gene,Gene::6648,1.3233616352081299
Mangafodipir,Carbonic anhydrase 2,DB06796,CHEMBL205,0.9479656354853254,2,Gene,Gene::2,0.8225097060203552
Mangafodipir,Carbonic anhydrase 2,DB06796,CHEMBL205,0.9479656354853254,3,Gene,Gene::213,0.8225097060203552
Mangafodipir,Carbonic anhydrase 2,DB06796,CHEMBL205,0.9479656354853254,4,Gene,Gene::3329,0.36802300810813904
Mangafodipir,Carbonic anhydrase 2,DB06796,CHEMBL205,0.9479656354853254,5,Gene,Gene::619501,0.35972103476524353
Mangafodipir,Carbonic anhydrase 2,DB06796,CHEMBL205,0.9479656354853254,6,Gene,Gene::2147,0.34682682156562805
Mangafodipir,Carbonic anhydrase 2,DB06796,CHEMBL205,0.9479656354853254,7,Disease,Disease::MESH:D003643,0.26189541816711426
Mangafodipir,Carbonic anhydrase 2,DB06796,CHEMBL205,0.9479656354853254,8,Compound,Compound::CHEBI:17544,0.2540460526943207
Mangafodipir,Carbonic anhydrase 2,DB06796,CHEMBL205,0.9479656354853254,9,Gene,Gene::344752,0.24429763853549957
Mangafodipir,Carbonic anhydrase 2,DB06796,CHEMBL205,0.9479656354853254,10,Gene,Gene::84132,0.2416023463010788
Mangafodipir,Carbonic anhydrase 2,DB06796,CHEMBL205,0.9479656354853254,11,Compound,Compound::DB14533,0.2383144497871399
Mangafodipir,Carbonic anhydrase 2,DB06796,CHEMBL205,0.9479656354853254,12,Compound,Compound::MESH:D012964,0.23762428760528564
Mangafodipir,Carbonic anhydrase 2,DB06796,CHEMBL205,0.9479656354853254,13,Gene,Gene::6550,0.22844843566417694
Mangafodipir,Carbonic anhydrase 2,DB06796,CHEMBL205,0.9479656354853254,14,Gene,Gene::6521,0.18191508948802948
Mangafodipir,Carbonic anhydrase 2,DB06796,CHEMBL205,0.9479656354853254,15,Gene,Gene::7124,0.181690976023674
Brinzolamide,Carbonic anhydrase 2,DB01194,CHEMBL205,0.9477683748259302,1,Disease,Disease::MESH:D009798,1.397274374961853
Brinzolamide,Carbonic anhydrase 2,DB01194,CHEMBL205,0.9477683748259302,2,Compound,Compound::DB06119,1.3404426574707031
